,Restaurant,Cusines_all,price_for_one,Rating,delivery_review_number,location,Longitude,Latitude
308,Rolls On Wheels,Rolls,150,4.2,2905,RT Nagar,77.595715,13.0227204
309,Rolls On Wheels,Rolls,150,4.2,4761,JP Nagar,77.5782713,12.9072515
310,Rolls On Wheels,Rolls,150,4.0,1926,Indiranagar,77.6404672,12.9732913
311,Rolls On Wheels,Rolls,150,4.0,1802,Nagarbhavi,77.51126721,12.95961755
312,Rolls On Wheels,Rolls,150,3.9,1866,Whitefield,77.7497448,12.9696365
313,Rolls On Wheels,Rolls,150,4.2,2402,Basavanagudi,77.5755021,12.9417261
314,New Shiva Sagar,South Indian,100,4.0,122,Sarjapur Road,77.6653284,12.920441
315,Golden Chaats,Street Food,100,3.5,92,Sarjapur Road,77.6653284,12.920441
316,Srinidhi Upachar,South Indian,150,4.0,636,Banaswadi,77.6518539,13.0141618
317,Srinidhi Upachar,South Indian,150,4.0,13400,Electronic City,77.64825296,12.8487599
318,Punjabi Paratha Center,North Indian,150,4.0,67,Thippasandra,77.6509982,12.973936
319,Cheesecakes By CakeZone,Bakery,250,0.0,3,Banashankari,77.59445195,12.96528325
320,Cheesecakes By CakeZone,Bakery,250,0.0,1,Jeevan Bhima Nagar,77.6568367,12.9678074
321,Cheesecakes By CakeZone,Bakery,250,0.0,1,Koramangala 6th Block,77.6238477,12.9390255
322,Cheesecakes By CakeZone,Bakery,250,0.0,6,Electronic City,77.64825296,12.8487599
323,Cheesecakes By CakeZone,Bakery,250,0.0,0,Brookefield,77.7168891,12.9668213
324,Cheesecakes By CakeZone,Bakery,250,0.0,5,Banaswadi,77.6518539,13.0141618
325,Cheesecakes By CakeZone,Bakery,250,0.0,5,BTM,77.60456543,12.91127585
326,Cheesecakes By CakeZone,Bakery,250,0.0,0,Yelahanka,77.5963454,13.1006982
327,Cheesecakes By CakeZone,Bakery,250,0.0,3,Indiranagar,77.6404672,12.9732913
328,Cheesecakes By CakeZone,Bakery,250,0.0,5,Rajajinagar,77.554883,12.9882338
329,Haka,Chinese,300,4.0,506,Electronic City,77.64825296,12.8487599
330,Haka,Chinese,300,4.1,417,Rajajinagar,77.554883,12.9882338
331,Haka,Chinese,300,3.9,616,Sarjapur Road,77.6653284,12.920441
332,Haka,Chinese,300,3.9,452,Kalyan Nagar,77.6403368,13.0221416
333,Haka,Chinese,300,3.9,1100,Whitefield,77.7497448,12.9696365
334,Haka,Chinese,300,4.1,362,Church Street,77.6026774,12.9755105
335,Haka,Chinese,300,4.3,641,Jayanagar,77.5824229,12.9292731
336,Haka,Chinese,300,4.0,596,Koramangala 7th Block,77.6134783,12.9364846
337,MDP Coffee House,South Indian,100,3.8,3895,Electronic City,77.64825296,12.8487599
338,MDP Coffee House,South Indian,50,4.0,505,HSR,77.6398674,12.9092342
339,Bombay 99 Variety Dosa And Juice,South Indian,150,0.0,3,BTM,77.60456543,12.91127585
340,Texas Burgers,Burger,200,4.0,3239,Bommanahalli,77.6239038,12.9089453
341,Texas Burgers,Burger,200,4.1,6669,BTM,77.60456543,12.91127585
342,Texas Burgers,Burger,200,4.1,648,Thippasandra,77.6509982,12.973936
343,Pork@Night,North Indian,250,3.3,77,Whitefield,77.7497448,12.9696365
344,Bismillah Hotel,Biryani,200,4.2,7,HSR,77.6398674,12.9092342
345,Bismillah Hotel,Biryani,100,4.5,175,BTM,77.60456543,12.91127585
346,California Burrito,Mexican,150,4.1,3660,Sigma Mall,77.59479879,12.98825765
347,California Burrito,Mexican,150,4.3,2896,Mantri Square,77.554883,12.9882338
348,California Burrito,Mexican,150,4.0,914,Bellandur,77.6782471,12.93103185
349,California Burrito,Mexican,150,4.2,7167,Bannerghatta Road,77.6041899,12.9521804
350,California Burrito,Mexican,150,4.4,516,RMZ Ecoworld,77.60456543,12.91127585
351,California Burrito,Mexican,150,4.1,4448,Ascendas Park Square,77.60456543,12.91127585
352,California Burrito,Mexican,150,4.3,8362,Koramangala 5th Block,77.6189768,12.9348429
353,California Burrito,Mexican,150,4.2,2352,Orion East,77.6326036,13.0015639
354,California Burrito,Mexican,150,4.1,5646,Marathahalli,77.6984163,12.9552572
355,California Burrito,Mexican,150,4.2,7989,Indiranagar,77.6404672,12.9732913
356,California Burrito,Mexican,150,4.2,7801,JP Nagar,77.5782713,12.9072515
357,California Burrito,Mexican,150,4.3,1169,Basavanagudi,77.5755021,12.9417261
358,California Burrito,Mexican,150,4.1,5129,Sarjapur Road,77.6653284,12.920441
359,California Burrito,Mexican,150,4.1,10700,HSR,77.6398674,12.9092342
360,Drooling Delight Restaurant,North Indian,150,4.0,22,Electronic City,77.64825296,12.8487599
361,Dande's Hyderabad Biryani,Andhra,200,3.6,682,New BEL Road,77.564105,13.0393922
362,Dande's Hyderabad Biryani,Andhra,200,3.7,724,Sarjapur Road,77.6653284,12.920441
363,Dande's Hyderabad Biryani,Andhra,200,3.7,1886,Rajajinagar,77.554883,12.9882338
364,Dande's Hyderabad Biryani,Andhra,200,3.5,7298,JP Nagar,77.5782713,12.9072515
365,Dande's Hyderabad Biryani,Andhra,200,3.5,10100,Varthur Main Road,77.7471103,12.9413238
366,Dande's Hyderabad Biryani,Andhra,200,3.4,4753,HSR,77.6398674,12.9092342
367,Dande's Hyderabad Biryani,Andhra,200,3.4,610,Kalyan Nagar,77.6403368,13.0221416
368,Dande's Hyderabad Biryani,Andhra,200,3.6,593,Koramangala 7th Block,77.6134783,12.9364846
369,Dande's Hyderabad Biryani,Andhra,200,3.6,1305,Electronic City,77.64825296,12.8487599
370,Gudbud,Ice Cream,150,4.2,4220,Ejipura,77.6269144,12.945245
371,Godavari Tales,Biryani,300,3.6,248,Brookefield,77.7168891,12.9668213
372,Chhotu Chai Point,Street Food,100,3.8,38,Banaswadi,77.6518539,13.0141618
373,Basmati Biriyani Nation,Biryani,200,3.4,8419,Whitefield,77.7497448,12.9696365
374,Basmati Biriyani Nation,Biryani,200,3.6,704,Electronic City,77.64825296,12.8487599
375,Basmati Biriyani Nation,Biryani,200,3.7,1625,Banashankari,77.59445195,12.96528325
376,Basmati Biriyani Nation,Biryani,200,3.5,1215,New BEL Road,77.564105,13.0393922
377,Basmati Biriyani Nation,Biryani,200,3.5,724,Koramangala 7th Block,77.6134783,12.9364846
378,Basmati Biriyani Nation,Biryani,200,3.4,7382,HSR,77.6398674,12.9092342
379,Basmati Biriyani Nation,Biryani,200,3.4,668,Sarjapur Road,77.6653284,12.920441
380,Basmati Biriyani Nation,Biryani,200,3.3,437,Kalyan Nagar,77.6403368,13.0221416
381,Basmati Biriyani Nation,Biryani,200,3.5,8402,JP Nagar,77.5782713,12.9072515
382,Basmati Biriyani Nation,Biryani,200,3.7,1849,Rajajinagar,77.554883,12.9882338
383,KFC,Burger,200,3.7,14400,Marathahalli,77.6984163,12.9552572
384,KFC,Burger,200,3.9,14000,Basaveshwara Nagar,77.5394749,12.9931607
385,KFC,Burger,200,4.0,16200,Royal Meenakshi Mall,77.59554297,12.8756837
386,KFC,Burger,200,3.9,25400,Electronic City,77.64825296,12.8487599
387,KFC,Burger,200,3.9,14300,Kammanahalli,77.6377094,13.0093455
388,KFC,Burger,200,3.8,72,Brigade Road,77.6074716,12.9736132
389,KFC,Burger,200,3.7,4312,BTM,77.60456543,12.91127585
390,KFC,Burger,200,3.5,2077,Sarjapur Road,77.6653284,12.920441
391,KFC,Burger,200,3.5,8326,Ascendas Park Square,77.6130165,12.996845
392,KFC,Burger,200,3.9,7450,Jayanagar,77.5824229,12.9292731
393,KFC,Burger,200,4.0,4210,Banashankari,77.59445195,12.96528325
394,KFC,Burger,200,3.9,11800,Koramangala 6th Block,77.6238477,12.9390255
395,KFC,Burger,200,3.7,9871,Indiranagar,77.6404672,12.9732913
396,KFC,Burger,200,3.6,5243,Mantri Square,77.554883,12.9882338
397,KFC,Burger,200,3.8,2647,JP Nagar,77.5782713,12.9072515
398,KFC,Burger,200,4.0,1911,New BEL Road,77.564105,13.0393922
399,KFC,Burger,200,4.1,9917,Basavanagudi,77.5755021,12.9417261
400,KFC,Burger,200,4.0,9363,Nexus,77.7272748,12.9805104
401,KFC,Burger,200,4.1,21800,HSR,77.6398674,12.9092342
402,KFC,Burger,200,3.5,7668,Bangalore Central,77.7497448,12.9696365
403,KFC,Burger,250,3.7,12400,Kemp Fort Mall,77.65668689,12.95864555
404,Pork Dine Out,North Indian,200,3.5,104,Whitefield,77.7497448,12.9696365
405,FreshMenu,Continental,250,3.8,21900,Bellandur,77.6782471,12.93103185
406,FreshMenu,Continental,250,3.6,24500,HSR,77.6398674,12.9092342
407,FreshMenu,Continental,250,3.8,31200,Marathahalli,77.6984163,12.9552572
408,FreshMenu,Continental,250,3.8,29900,Whitefield,77.7497448,12.9696365
409,FreshMenu,Continental,250,3.7,21700,Rajajinagar,77.554883,12.9882338
410,FreshMenu,Continental,250,3.6,27100,Electronic City,77.64825296,12.8487599
411,FreshMenu,Continental,250,3.9,18400,Richmond Road,77.6068229,12.9662452
412,FreshMenu,Continental,250,3.5,23000,Bannerghatta Road,77.6041899,12.9521804
413,FreshMenu,Continental,250,3.5,302,Sarjapur Road,77.6653284,12.920441
414,FreshMenu,Continental,250,3.8,30400,Indiranagar,77.6404672,12.9732913
415,FreshMenu,Continental,250,3.7,28900,Banashankari,77.59445195,12.96528325
416,FreshMenu,Continental,250,3.9,207,Sahakara Nagar,77.58006135,13.0621474
417,FreshMenu,Continental,250,3.7,18900,Kammanahalli,77.6377094,13.0093455
418,FreshMenu,Continental,250,3.8,29900,Koramangala 1st Block,77.6308832,12.9275886
419,Mani's Dum Biryani,Biryani,375,4.1,10800,Koramangala 5th Block,77.6189768,12.9348429
420,Mani's Dum Biryani,Biryani,375,4.2,6023,HSR,77.6398674,12.9092342
421,Mani's Dum Biryani,Biryani,375,4.1,5624,Kalyan Nagar,77.6403368,13.0221416
422,Mani's Dum Biryani,Biryani,375,4.3,4725,Ulsoor,77.6246697,12.9778793
423,Mani's Dum Biryani,Biryani,375,4.2,12500,JP Nagar,77.5782713,12.9072515
424,Mani's Dum Biryani,Biryani,375,4.2,21200,Bellandur,77.6782471,12.93103185
425,Mani's Dum Biryani,Biryani,375,4.1,21600,Whitefield,77.7497448,12.9696365
426,Mani's Dum Biryani,Biryani,375,4.2,13800,Jeevan Bhima Nagar,77.6568367,12.9678074
427,Mani's Dum Biryani,Biryani,375,4.0,18900,Marathahalli,77.6984163,12.9552572
428,Mani's Dum Biryani,Biryani,300,4.0,3851,Electronic City,77.64825296,12.8487599
429,Truffles,Burger,450,4.2,1945,New BEL Road,77.564105,13.0393922
430,Truffles,Burger,450,4.2,2787,Koramangala 5th Block,77.6189768,12.9348429
431,Truffles,Burger,450,4.4,325,St. Marks Road,77.64825296,12.8487599
432,Truffles,Burger,450,4.3,606,Kalyan Nagar,77.6403368,13.0221416
433,Truffles,Burger,450,4.3,346,Indiranagar,77.6404672,12.9732913
434,Truffles,Burger,200,4.3,366,Bellandur,77.6782471,12.93103185
435,Truffles,Burger,200,4.4,301,Electronic City,77.64825296,12.8487599
436,Truffles,Burger,200,4.2,446,JP Nagar,77.5782713,12.9072515
437,Truffles,Burger,200,4.3,462,Whitefield,77.7497448,12.9696365
438,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.2,327,Banashankari,77.59445195,12.96528325
439,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.1,277,HSR,77.6398674,12.9092342
440,LeanCrust Pizza- ThinCrust Experts,Pizza,400,3.8,49,Ulsoor,77.6246697,12.9778793
441,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.0,412,Marathahalli,77.6984163,12.9552572
442,LeanCrust Pizza- ThinCrust Experts,Pizza,400,3.9,296,Koramangala 6th Block,77.6238477,12.9390255
443,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.5,268,BTM,77.60456543,12.91127585
444,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.3,586,Kammanahalli,77.6377094,13.0093455
445,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.5,562,Yeshwantpur,77.5529215,13.02383
446,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.3,162,Bellandur,77.6782471,12.93103185
447,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.5,416,Bommanahalli,77.6239038,12.9089453
448,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.2,375,Rajajinagar,77.554883,12.9882338
449,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.0,22,Langford Town,77.6037312,12.957998
450,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.2,372,Old Airport Road,77.6663946,12.9583828
451,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.0,56,Jayanagar,77.5824229,12.9292731
452,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.4,400,Indiranagar,77.6404672,12.9732913
453,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.3,61,City Market,77.57627054,12.965718
454,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.2,11,Electronic City,77.64825296,12.8487599
455,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.6,182,Whitefield,77.7497448,12.9696365
456,LeanCrust Pizza- ThinCrust Experts,Pizza,400,4.0,40,Seshadripuram,77.5753419,12.9931876
457,New Krishna Sagar,South Indian,150,4.0,23600,Jakkur,77.6068938,13.0784743
458,New Krishna Sagar,South Indian,150,3.5,1787,CV Raman Nagar,77.6638971,12.9856596
459,New Krishna Sagar,South Indian,275,4.0,14600,HBR Layout,77.6323597,13.0358698
460,Saffron Vegetarian Cuisine,North Indian,350,4.1,2446,Banaswadi,77.6518539,13.0141618
461,Desserted,Cafe,375,4.2,90,Vasanth Nagar,77.58516878,12.98872125
462,Tummy Full,South Indian,100,4.0,945,Whitefield,77.7497448,12.9696365
463,Mahadev Sweets & Chaats,Mithai,100,3.6,928,Hebbal,77.5919,13.0382184
464,Yummy Momos,Momos,150,4.0,377,Kaggadasapura,77.6790908,12.9846713
465,Zomoz - The Momo Company,Momos,200,4.1,746,Sarjapur Road,77.6653284,12.920441
466,Zomoz - The Momo Company,Momos,200,3.9,867,Indiranagar,77.6404672,12.9732913
467,Zomoz - The Momo Company,Momos,200,4.0,628,New BEL Road,77.564105,13.0393922
468,Zomoz - The Momo Company,Momos,200,4.0,939,Whitefield,77.7497448,12.9696365
469,Zomoz - The Momo Company,Momos,200,4.2,666,Kumaraswamy Layout,77.5553179,12.9081487
470,Zomoz - The Momo Company,Momos,200,4.1,1208,Bommasandra,77.6916113,12.8162443
471,Zomoz - The Momo Company,Momos,200,4.2,670,Basaveshwara Nagar,77.5394749,12.9931607
472,Zomoz - The Momo Company,Momos,200,4.1,912,Kadubeesanahalli,77.6972484,12.942199
473,Zomoz - The Momo Company,Momos,200,4.1,749,Bannerghatta Road,77.6041899,12.9521804
474,Zomoz - The Momo Company,Momos,200,4.1,315,ITPL Main Road,77.7272748,12.9805104
475,Zomoz - The Momo Company,Momos,200,3.9,820,Bommanahalli,77.6239038,12.9089453
476,Zomoz - The Momo Company,Momos,200,4.1,558,HBR Layout,77.6323597,13.0358698
477,Parampara - The Veg Kitchen,North Indian,175,3.9,4020,Electronic City,77.64825296,12.8487599
478,Krispy Kreme,Desserts,200,4.5,888,Richmond Road,77.6068229,12.9662452
479,Krispy Kreme,Desserts,200,4.4,483,Forum Shantiniketan Mall,77.60456543,12.91127585
480,Krispy Kreme,Desserts,200,4.4,2279,Kammanahalli,77.6377094,13.0093455
481,Krispy Kreme,Desserts,200,4.5,2137,Indiranagar,77.6404672,12.9732913
482,Krispy Kreme,Desserts,200,4.4,351,Koramangala 6th Block,77.6238477,12.9390255
483,Krispy Kreme,Desserts,200,4.4,1115,Banashankari,77.59445195,12.96528325
484,Krispy Kreme,Desserts,200,4.4,394,Whitefield,77.7497448,12.9696365
485,Krispy Kreme,Desserts,200,4.5,2770,HSR,77.6398674,12.9092342
486,Krispy Kreme,Desserts,200,4.3,2151,Jayanagar,77.5824229,12.9292731
487,Krispy Kreme,Desserts,200,4.3,3365,Vega City,77.60114314,12.90748805
488,Krispy Kreme,Desserts,200,4.6,965,Koramangala 7th Block,77.6134783,12.9364846
489,Krispy Kreme,Desserts,200,4.3,1289,Mantri Square,77.5755021,12.9417261
490,Lakshmi Refreshments,South Indian,50,0.0,16,Electronic City,77.64825296,12.8487599
491,All Day Breakfast,South Indian,150,0.0,8,Koramangala 1st Block,77.6308832,12.9275886
492,Donne Biriyani Angadi Mane,South Indian,125,4.1,3065,Rajajinagar,77.554883,12.9882338
493,Raaj's Dakshin Ruchi,South Indian,100,4.0,35,Rajajinagar,77.554883,12.9882338
494,Absolute Shawarma,Lebanese,100,4.0,1244,Kumaraswamy Layout,77.5553179,12.9081487
495,Absolute Shawarma,Lebanese,100,3.8,428,JP Nagar,77.5782713,12.9072515
496,Absolute Shawarma,Lebanese,150,3.9,2951,Brookefield,77.7168891,12.9668213
497,Absolute Shawarma,Lebanese,150,4.2,667,HSR,77.6398674,12.9092342
498,Absolute Shawarma,Lebanese,150,4.0,67,Sanjay Nagar,77.6958748,12.9578658
499,Absolute Shawarma,Lebanese,150,3.8,2369,Thippasandra,77.6509982,12.973936
500,Absolute Shawarma,Lebanese,150,3.9,4375,Bellandur,77.6782471,12.93103185
501,Domino's Pizza,Pizza,200,3.6,1965,MG Road,77.6067902,12.9755264
502,Domino's Pizza,Pizza,200,3.5,4203,Whitefield,77.7497448,12.9696365
503,Domino's Pizza,Pizza,200,4.2,10500,Jayanagar,77.5824229,12.9292731
504,Domino's Pizza,Pizza,200,4.0,11200,Bellandur,77.6782471,12.93103185
505,Domino's Pizza,Pizza,200,4.1,9465,Bannerghatta Road,77.6041899,12.9521804
506,Domino's Pizza,Pizza,200,4.0,8774,Indiranagar,77.6404672,12.9732913
507,Domino's Pizza,Pizza,200,4.3,9428,Banashankari,77.59445195,12.96528325
508,Domino's Pizza,Pizza,200,4.0,9634,HSR,77.6398674,12.9092342
509,Domino's Pizza,Pizza,200,4.0,17200,Marathahalli,77.6984163,12.9552572
510,Domino's Pizza,Pizza,200,4.3,12800,JP Nagar,77.5782713,12.9072515
511,Domino's Pizza,Pizza,200,3.9,300,Sahakara Nagar,77.58006135,13.0621474
512,Domino's Pizza,Pizza,200,4.0,5240,Koramangala 5th Block,77.6189768,12.9348429
513,Domino's Pizza,Pizza,200,4.3,22000,BTM,77.60456543,12.91127585
514,Domino's Pizza,Pizza,200,3.8,13100,Basavanagudi,77.5755021,12.9417261
515,Domino's Pizza,Pizza,200,4.1,10300,Rajajinagar,77.554883,12.9882338
516,Domino's Pizza,Pizza,200,4.0,15500,Electronic City,77.64825296,12.8487599
517,Domino's Pizza,Pizza,200,3.7,7123,Sarjapur Road,77.6653284,12.920441
518,Domino's Pizza,Pizza,200,3.7,17400,Koramangala 6th Block,77.6238477,12.9390255
519,Domino's Pizza,Pizza,200,4.1,11700,Old Airport Road,77.6663946,12.9583828
520,Domino's Pizza,Pizza,200,3.8,10100,Kalyan Nagar,77.6403368,13.0221416
521,Domino's Pizza,Pizza,200,4.2,10600,Malleshwaram,77.5703253,13.0027353
522,Express By ABs,North Indian,400,3.6,361,Yeshwantpur,77.5529215,13.02383
523,Express By ABs,North Indian,400,3.5,366,Sarjapur Road,77.6653284,12.920441
524,Express By ABs,North Indian,200,3.7,945,BTM,77.60456543,12.91127585
525,Express By ABs,North Indian,200,3.6,873,Kalyan Nagar,77.6403368,13.0221416
526,Express By ABs,North Indian,200,3.5,570,Whitefield,77.7497448,12.9696365
527,Express By ABs,North Indian,200,3.7,1213,Marathahalli,77.6984163,12.9552572
528,Express By ABs,North Indian,350,3.1,24,Koramangala 5th Block,77.6189768,12.9348429
529,The Twenty Handmade Chocolates,Desserts,150,4.0,40,JP Nagar,77.5782713,12.9072515
530,The Twenty Handmade Chocolates,Desserts,150,3.9,0,Marathahalli,77.6984163,12.9552572
531,The Twenty Handmade Chocolates,Desserts,150,4.3,71,Marathahalli,77.6984163,12.9552572
532,The Twenty Handmade Chocolates,Desserts,150,4.0,15,Kalyan Nagar,77.6403368,13.0221416
533,Swathi Restaurant,Mangalorean,175,4.2,2491,JP Nagar,77.5782713,12.9072515
534,Swathi Restaurant,Mangalorean,150,3.7,289,KR Puram,77.695935,13.007516
535,Bramhin's Homely Foods,South Indian,100,0.0,8,Bannerghatta Road,77.6041899,12.9521804
536,Hasanamba Benne Dose,South Indian,50,0.0,0,Sahakara Nagar,77.58006135,13.0621474
537,Amazing Kati Rolls 'N' More,Rolls,150,3.7,1754,BTM,77.60456543,12.91127585
538,The Old Champaran Meat House,North Indian,200,3.5,394,Bommanahalli,77.6239038,12.9089453
539,Tandoori Cha,Street Food,75,4.0,63,Bommasandra,77.6916113,12.8162443
540,Gilly's Restobar,North Indian,750,3.4,67,Bannerghatta Road,77.6041899,12.9521804
541,Gilly's Restobar,North Indian,800,3.7,56,Marathahalli,77.6984163,12.9552572
542,Gilly's Restobar,North Indian,725,4.0,29,New BEL Road,77.564105,13.0393922
543,Gilly's Restobar,North Indian,700,4.0,62,Electronic City,77.64825296,12.8487599
544,Sankalp Reddy Restaurant,South Indian,150,3.6,5217,Electronic City,77.64825296,12.8487599
545,Aliyans Cafe,South Indian,100,4.1,527,Peenya,77.5273253,13.0329419
546,Odia Dine,North Indian,150,3.9,7382,Old Airport Road,77.6663946,12.9583828
547,Momoz,Chinese,250,3.8,1017,Jeevan Bhima Nagar,77.6568367,12.9678074
548,Momoz,Chinese,250,4.1,1872,RT Nagar,77.595715,13.0227204
549,Momoz,Chinese,250,3.4,1334,Bellandur,77.6782471,12.93103185
550,Momoz,Chinese,250,3.8,3046,Kammanahalli,77.6377094,13.0093455
551,Momoz,Chinese,400,3.9,6570,Brookefield,77.7168891,12.9668213
552,Momoz,Chinese,400,3.9,28000,BTM,77.60456543,12.91127585
553,Sundae Everyday Ice Creams,Ice Cream,150,3.7,229,Brookefield,77.7168891,12.9668213
554,Sundae Everyday Ice Creams,Ice Cream,150,3.3,77,Vasanth Nagar,77.58516878,12.98872125
555,Sundae Everyday Ice Creams,Ice Cream,150,3.7,331,Kalyan Nagar,77.6403368,13.0221416
556,Sundae Everyday Ice Creams,Ice Cream,150,4.0,232,BTM,77.60456543,12.91127585
557,Sundae Everyday Ice Creams,Ice Cream,150,4.2,369,Whitefield,77.7497448,12.9696365
558,Sundae Everyday Ice Creams,Ice Cream,150,3.8,251,Indiranagar,77.6404672,12.9732913
559,Sundae Everyday Ice Creams,Ice Cream,150,4.0,208,Electronic City,77.64825296,12.8487599
560,Sundae Everyday Ice Creams,Ice Cream,150,4.4,118,Jalahalli,77.5483803,13.0464531
561,Sundae Everyday Ice Creams,Ice Cream,150,4.2,484,Jayanagar,77.5824229,12.9292731
562,Sundae Everyday Ice Creams,Ice Cream,150,4.1,649,Vijay Nagar,77.61250656,12.96591365
563,Sundae Everyday Ice Creams,Ice Cream,150,4.2,268,Koramangala 6th Block,77.6238477,12.9390255
564,Sreeraj Lassi Bar,Beverages,150,3.9,241,Wilson Garden,77.5968273,12.9489339
565,Sreeraj Lassi Bar,Beverages,150,4.5,615,Shanti Nagar,77.5979099,12.9575547
566,Sreeraj Lassi Bar,Beverages,150,4.0,478,Bannerghatta Road,77.6041899,12.9521804
567,Sreeraj Lassi Bar,Beverages,150,4.0,2071,Kammanahalli,77.6377094,13.0093455
568,Sreeraj Lassi Bar,Beverages,150,4.0,1371,Malleshwaram,77.5703253,13.0027353
569,Sreeraj Lassi Bar,Beverages,150,4.3,694,Commercial Street,77.6082954,12.9822323
570,Sreeraj Lassi Bar,Beverages,150,4.1,683,Shivajinagar,77.6075416,12.986391
571,Sreeraj Lassi Bar,Beverages,100,4.3,1788,Jayanagar,77.5824229,12.9292731
572,Sreeraj Lassi Bar,Beverages,50,4.0,30,HBR Layout,77.6323597,13.0358698
573,Nandhini Deluxe,Andhra,400,4.1,3165,Jayanagar,77.5824229,12.9292731
574,Nandhini Deluxe,Andhra,400,4.0,9622,Aloft Bengaluru Cessna Business Park,77.6398674,12.9092342
575,Nandhini Deluxe,Andhra,400,4.0,6179,Frazer Town,77.6130165,12.996845
576,Nandhini Deluxe,Andhra,400,3.8,8968,Koramangala 5th Block,77.6189768,12.9348429
