restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
2464,"Wah Parantha - Desi Meals, Paranthas & More",3.9,"North Indian, Street Food, Beverages, Desserts",220,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/wah-parantha-desi-meals-paranthas-more-bellandur-bangalore/order,225
2465,Beegara Mane Baaduta,3.8,"South Indian, Chinese, North Indian, Kebab",395,"Mysore Road, Bangalore",77.5300705,12.9467026,https://www.zomato.com/bangalore/beegara-mane-baaduta-mysore-road-bangalore/order,225
2466,Dragonite - Chinese Cuisine,4,"Chinese, Thai, Sichuan",112,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/dragonite-chinese-cuisine-whitefield-bangalore/order,200
2467,Royal Treat,4,"North Indian, Chinese, Biryani",5654,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/royal-treat-koramangala-5th-block/order,200
663,Home Plate by EatFit,4.3,"Healthy Food, North Indian, Ice Cream, Desserts",44,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/home-plate-by-eatfit-1-btm-bangalore/order,150
2063,The Dessert Heaven - Pure Veg,3.9,"Desserts, Bakery",173,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/the-dessert-heaven-pure-veg-brookefield-bangalore/order,300
2468,Iceberg Organic Icecreams By EatFit,3.9,"Ice Cream, Desserts, Shake",0,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/iceberg-organic-icecreams-by-eatfit-koramangala-1st-block-bangalore/order,300
2469,Kabab Paradise,4.1,"North Indian, Chinese, Kebab, Mughlai, Fast Food, Sichuan",290,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/kabab-paradise-vijay-nagar-bangalore/order,200
2470,Ayurveda Cafe,4,South Indian,331,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/ayurveda-cafe-1-btm-bangalore/order,150
2471,Sri Ruchi's Veg,4,Chinese,14,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/sri-ruchis-veg-2-yeshwantpur-bangalore/order,100
1434,Sukh Sagar,3,"Chinese, North Indian, Street Food, Ice Cream, Shake, Beverages",82,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/sukh-sagar-jayanagar/order,300
2472,Shawarma Addiction,3.9,"Lebanese, Rolls, Street Food, Beverages",61,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/shawarma-addiction-nagawara-bangalore/order,100
870,Kaati Zone Rolls And Wraps,3.6,"Rolls, Fast Food, Beverages, Wraps, Desserts, Shake",307,"Vasanth Nagar, Bangalore",77.58516878,12.98872125,https://www.zomato.com/bangalore/kaati-zone-rolls-and-wraps-vasanth-nagar-bangalore/order,200
2473,Punjab Express,0,North Indian,1,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/punjab-express-electronic-city-bangalore/order,100
2474,Juice Day,4.2,"Beverages, Shake, Juices, Sandwich, Fast Food",1130,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/juice-day-kalyan-nagar-bangalore/order,75
208,Shanthi Sagar,4,"South Indian, North Indian, Chinese, Street Food, Desserts, Shake, Beverages",19900,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/shanthi-sagar-ulsoor/order,200
2475,Swathi,3.9,"Andhra, North Indian, Chinese, Biryani",5401,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/swathi-rajajinagar/order,350
2369,Basaveshwara Khanavali,4.1,South Indian,707,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/basaveshwara-khanavali-1-hsr-bangalore/order,100
2476,A M Biryani Hotel,3.6,"Kebab, Chinese, Biryani, North Indian, Fast Food",707,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/a-m-biryani-hotel-bannerghatta-road-bangalore/order,150
744,Basaveshwar Khanavali,3.4,"South Indian, North Indian",24,"Domlur, Bangalore",77.6381958,12.9624669,https://www.zomato.com/bangalore/basaveshwar-khanavali-1-domlur-bangalore/order,100
2477,Shree Chats Point Bangarpete Pani Puri,3.8,Street Food,644,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/shree-chats-point-bangarpete-pani-puri-indiranagar-bangalore/order,100
843,Faasos - Wraps & Rolls,4,"Rolls, Wraps, Fast Food",732,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/faasos-wraps-rolls-shanti-nagar-bangalore/order,150
2478,Zoey's,4.1,"Cafe, Italian, Burger, Continental, Desserts, Beverages",3626,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/zoeys-sarjapur-road/order,300
1732,Enchanté by Chai Point,0,"Desserts, Shake, Beverages",0,"Forum Shantiniketan Mall, Whitefield, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/enchant%C3%A9-by-chai-point-whitefield-bangalore/order,200
114,Nandhini Deluxe,4,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",7789,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/nandhini-deluxe-jp-nagar-bangalore/order,600
782,Sharief Bhai,4,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",15500,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/sharief-bhai-1-koramangala-5th-block/order,500
277,Cafe Coffee Day,3.8,"Cafe, Fast Food, Coffee, Beverages, Desserts",0,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/cafe-coffee-day-3-btm-bangalore/order,300
2479,Biryani Pot,4,"Biryani, North Indian, Chinese, Hyderabadi, Andhra, Wraps, Sichuan",57100,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/biryani-pot-btm/order,250
2480,New Agarwal Bhavan,4.3,"Mithai, Street Food",207,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/new-agarwal-bhavan-sanjay-nagar-bangalore/order,100
2481,Basvangudi Donne Biryani,4.1,"Biryani, South Indian",79,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/basvangudi-donne-biryani-basavanagudi-bangalore/order,200
2482,Neriah,0,"South Indian, Healthy Food",22,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/neriah-jeevan-bhima-nagar-bangalore/order,150
2483,Rolls & Wraps,3.6,Rolls,20,"Ejipura, Bangalore",77.6269144,12.945245,https://www.zomato.com/bangalore/rolls-wraps-ejipura-bangalore/order,150
65,Haka,3.9,"Chinese, Momos",1100,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/haka-whitefield-bangalore/order,300
469,GLOBO Ice Creams Of The World,4.1,Ice Cream,97,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/globo-ice-creams-of-the-world-rajajinagar-bangalore/order,100
2484,Pass Me The Curry,4.3,"Sandwich, Burger, Rolls, Street Food",77,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/pass-me-the-curry-ulsoor-bangalore/order,200
477,Chung Wah,4,"Chinese, Thai, Vietnamese, Sichuan",2685,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/chung-wah-3-koramangala-5th-block/order,400
430,Rolls & Bowls Company,3.9,"Rolls, North Indian, Chinese, Fast Food, Sichuan",53,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/rolls-bowls-company-sanjay-nagar-bangalore/order,250
744,Basaveshwar Khanavali,4,South Indian,132,"Domlur, Bangalore",77.6381958,12.9624669,https://www.zomato.com/bangalore/basaveshwar-khanavali-domlur-bangalore/order,150
375,MOJO Pizza - 2X Toppings,4.2,"Pizza, Fast Food, Desserts, Beverages",5433,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-2-whitefield-bangalore/order,250
238,Mad Over Donuts,3.8,"Desserts, Waffle, Beverages",92,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/mad-over-donuts-1-marathahalli-bangalore/order,125
1045,Chung's Chinese Corner,4,"Chinese, Asian, Seafood, Thai, Sichuan",1239,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/chungs-chinese-corner-1-jayanagar/order,500
1119,Bangarpet Chats,0,Street Food,3,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/bangarpet-chats-yeshwantpur-bangalore/order,50
726,LunchBox - Meals and Thalis,3.4,North Indian,305,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-1-sarjapur-road-bangalore/order,200
2485,Pablo's,4.1,"Sandwich, Juices",2,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/pablos-kr-puram-bangalore/order,100
1874,Donne Biriyanis Junction,3.3,Biryani,236,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/donne-biriyanis-junction-electronic-city-bangalore/order,250
2,Chicking,3.9,"Fast Food, Burger, Pizza",8925,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/chicking-hsr-bangalore/order,200
2486,Just Sandwiches,4,"Fast Food, Sandwich, Beverages, Shake",3572,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/just-sandwiches-btm/order,125
2487,Meat And Eat,4.1,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",261,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/meat-and-eat-banashankari-bangalore/order,200
2488,Rich Grills Restaurant,3.7,"Street Food, Arabian, North Indian, Mughlai, Seafood, Ice Cream, Desserts, Beverages",285,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/rich-grills-restaurant-yeshwantpur-bangalore/order,400
2489,New Alameen Restaurant,3.5,"Kerala, North Indian, Chinese",9598,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/new-alameen-restaurant-ulsoor-bangalore/order,150
727,Kolkata Famous Kati Rolls,3.3,Rolls,488,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-jayanagar-bangalore/order,100
2490,Whitefield Dum Biriyani,4.3,"Fast Food, Kebab, Biryani",77,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/whitefield-dum-biriyani-2-whitefield-bangalore/order,200
2491,Mayura 1989,4,"Andhra, North Indian, Chinese, Mughlai, Desserts",1238,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/mayura-1989-rajajinagar-bangalore/order,550
2492,Food Chemistry By Amruta,3.6,North Indian,38,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/food-chemistry-by-amruta-sarjapur-road-bangalore/order,150
369,Ovenstory Pizza,4.2,"Pizza, Fast Food",5498,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/ovenstory-pizza-electronic-city/order,300
2493,Delhi Tadka,0,"Biryani, North Indian, Mughlai, Street Food",3,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/delhi-tadka-whitefield-bangalore/order,150
351,The Betel Leaf Co - Originally from Bangalore,4.2,"Paan, Desserts",181,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/the-betel-leaf-co-originally-from-bangalore-kalyan-nagar-bangalore/order,200
45,Kanti Sweets,4.4,"Mithai, Street Food",1953,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/kanti-sweets-bannerghatta-road-bangalore/order,225
2494,Fat Cat Pizza Company,4.2,Pizza,217,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/fat-cat-pizza-company-indiranagar-bangalore/order,250
2495,Shiv Sagar Signature,4,"Street Food, Fast Food, Continental, Chinese, Shake, Sichuan",1475,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/shiv-sagar-signature-jp-nagar-bangalore/order,250
2496,Sri Basaveshwara Khanavali,4,South Indian,953,"CV Raman Nagar, Bangalore",77.6638971,12.9856596,https://www.zomato.com/bangalore/sri-basaveshwara-khanavali-cv-raman-nagar-bangalore/order,75
1308,Anand Sweets And Savouries,4.3,"Mithai, Street Food, Beverages, Desserts",2099,"Commercial Street, Bangalore",77.6082954,12.9822323,https://www.zomato.com/bangalore/anand-sweets-and-savouries-commercial-street-bangalore/order,150
2063,The Dessert Heaven - Pure Veg,4,"Desserts, Bakery",14,"Kadubeesanahalli, Bangalore",77.6972484,12.942199,https://www.zomato.com/bangalore/the-dessert-heaven-pure-veg-kadubeesanahalli-bangalore/order,100
2497,Biryani@99,3.6,"North Indian, Chinese",224,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/biryani@99-brookefield-bangalore/order,150
2498,Potteery Nine Cafe,3.5,"North Indian, Mughlai, Beverages, Biryani, Desserts",112,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/potteery-nine-cafe-hebbal-bangalore/order,600
113,Sreeraj Lassi Bar,4,"Beverages, Shake, Ice Cream, Desserts",478,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/sreeraj-lassi-bar-bannerghatta-road-bangalore/order,150
2499,Simply Indian,4.2,"North Indian, Chinese, Mughlai, Seafood, Street Food, Mangalorean",3615,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/simply-indian-bannerghatta-road/order,400
2500,New Green Gardenia,3.5,"North Indian, Chinese, Mughlai, Andhra, Kebab, Desserts, Beverages, Sichuan",1091,"Rammurthy Nagar, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/new-green-gardenia-rammurthy-nagar-bangalore/order,500
2501,Temperature,4.2,"Beverages, Juices",273,"Thippasandra, Bangalore",77.6509982,12.973936,https://www.zomato.com/bangalore/temperature-thippasandra-bangalore/order,75
880,Kouzina Kafe - The Food Court,4,"Fast Food, North Indian, Shake, Continental",43,"Jalahalli, Bangalore",77.5483803,13.0464531,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-jalahalli-bangalore/order,200
136,CupCake Noggins By CakeZone,3.4,"Bakery, Desserts",453,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/cupcake-noggins-by-cakezone-sarjapur-road-bangalore/order,200
2502,Andhra Biryani Cafe,3.2,"Biryani, North Indian, Beverages, Shake",41,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/andhra-biryani-cafe-whitefield-bangalore/order,200
2503,Dosa Kuteera,4,South Indian,59,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/dosa-kuteera-bommanahalli-bangalore/order,50
428,Burger King,4.1,"Burger, Fast Food, Beverages, Desserts",23700,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/burger-king-indiranagar/order,200
630,Sardarji Londonwaley,3.6,"North Indian, Chinese",7862,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/sardarji-londonwaley-bannerghatta-road-bangalore/order,150
2504,Jam's Kitchen,3.8,"Momos, Chinese, Sichuan, Fast Food, Rolls, Beverages",365,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/jams-kitchen-1-rajajinagar-bangalore/order,150
517,Tibb's Frankie,3.9,Rolls,268,"Shivajinagar, Bangalore",77.6075416,12.986391,https://www.zomato.com/bangalore/tibbs-frankie-shivajinagar-bangalore/order,100
2505,Savi Ruchi,4,"North Indian, South Indian, Mughlai, Street Food, Chinese, Beverages",617,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/savi-ruchi-bommanahalli-bangalore/order,150
1525,ITC Sunfeast Baked Creations,4.5,"Bakery, Desserts, , Cafe, Continental, Sandwich",377,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-banaswadi-bangalore/order,250
2506,Kulkarni's  New Uttara Karnataka Food Speciality Stores,4.4,South Indian,1254,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/kulkarnis-new-uttara-karnataka-food-speciality-stores-jp-nagar-bangalore/order,100
2507,Mumbai Spice,3.9,"North Indian, Chinese, Sichuan",2080,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/mumbai-spice-malleshwaram/order,100
277,Cafe Coffee Day,3.8,"Cafe, Fast Food, Coffee, Beverages, Desserts",481,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/cafe-coffee-day-2-sahakara-nagar/order,300
258,BOX8 - Desi Meals,4.1,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",12700,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/box8-desi-meals-sarjapur-road-bangalore/order,250
298,Wokanaka - The Casual Chinese Pitstop,4,"Chinese, Asian, Seafood, Thai, Beverages",5063,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/wokanaka-the-casual-chinese-pitstop-kalyan-nagar-bangalore/order,450
787,Paris Panini - Gourmet Sandwiches,4.3,"French, Continental, Panini, Desserts, Beverages, Sandwich",768,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-sanjay-nagar-bangalore/order,300
882,Meghana Foods,4.4,"Biryani, Andhra, North Indian, Seafood",17800,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/meghana-foods-bannerghatta-road-bangalore/order,300
843,Faasos - Wraps & Rolls,4,"Rolls, Wraps, Fast Food",6348,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/faasos-wraps-rolls-koramangala-1st-block-bangalore/order,150
2508,Parijatha Fish Land,3.4,"North Indian, Chinese, Biryani, Chettinad, South Indian, Seafood",2799,"Jalahalli, Bangalore",77.5483803,13.0464531,https://www.zomato.com/bangalore/parijatha-fish-land-jalahalli-bangalore/order,200
2509,Sunshine Restaurant,3.7,"Arabian, North Indian, Mughlai, Chinese, Lebanese, Sichuan",1781,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/sunshine-restaurant-whitefield-bangalore/order,250
2510,Samruddi  Nonveg,0,"South Indian, Biryani",2,"City Market, Bangalore",77.57627054,12.965718,https://www.zomato.com/bangalore/samruddi-nonveg-1-city-market-bangalore/order,100
1925,AB's - Absolute Barbecues,3.7,"North Indian, Mangalorean, BBQ, Street Food, Desserts, Salad, Beverages",845,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/abs-absolute-barbecues-whitefield/order,700
2511,Donne Biriyani Hub,4,"Biryani, Sandwich, Rolls, Chinese, South Indian, Beverages, Sichuan",248,"Domlur, Bangalore",77.6381958,12.9624669,https://www.zomato.com/bangalore/donne-biriyani-hub-1-domlur-bangalore/order,150
2512,Hotel RK Gardenia,3.8,"South Indian, North Indian, Chinese, Sichuan",233,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/hotel-rk-gardenia-3-bommasandra-bangalore/order,300
1189,Asia Kitchen By Mainland China,4.3,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",392,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/asia-kitchen-by-mainland-china-sarjapur-road-bangalore/order,450
277,Cafe Coffee Day,3.5,"Cafe, Fast Food, Coffee, Beverages, Desserts",500,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/cafe-coffee-day-4-banashankari/order,250
682,Tharavadu Malabar Biryani,3.5,"Kerala, Biryani, South Indian, North Indian, Seafood",1283,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/tharavadu-malabar-biryani-banashankari-bangalore/order,200
164,Behrouz Biryani,4.3,"Biryani, Kebab, Hyderabadi, Lucknowi",2642,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/behrouz-biryani-1-airport-road-bangalore/order,500
2513,MBA In Khichdi,3.2,"Healthy Food, Desserts, Beverages",18,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/mba-in-khichdi-jp-nagar-bangalore/order,150
376,Cupcake Bliss Cakes & Desserts,3.5,"Bakery, Desserts",140,"Vasanth Nagar, Bangalore",77.58516878,12.98872125,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-vasanth-nagar-bangalore/order,300
2514,The Lassi Park,4.3,"Beverages, Ice Cream, Desserts",724,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/the-lassi-park-jayanagar-bangalore/order,150
1019,New Udupi Upahar,4,"South Indian, Street Food, Chinese, Sichuan",9705,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/new-udupi-upahar-marathahalli/order,150
724,T’s 21 Spice Biryani,4.1,"Biryani, Andhra",2220,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/ts-21-spice-biryani-sarjapur-road-bangalore/order,200
2515,Jade,4,"Chinese, Seafood, Sichuan",1822,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/jade-marathahalli-bangalore/order,375
2169,Fresh Bites,3.9,"North Indian, Chinese",826,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/fresh-bites-indiranagar-bangalore/order,100
2516,Café Kaffea,3.9,"Cafe, Continental, Italian, Fast Food, Shake, Beverages, Burger, Sandwich",2363,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/caf%C3%A9-kaffea-vijay-nagar-bangalore/order,350
2517,Login 2 Eat,3.8,"North Indian, Mughlai, Chinese, Biryani, BBQ, Kebab, Street Food",152,"Koramangala 4th Block, Bangalore",77.6294052,12.9327778,https://www.zomato.com/bangalore/login-2-eat-koramangala-4th-block-bangalore/order,275
41,Chai Point,4.2,"North Indian, Street Food, Rolls, Fast Food, Beverages, Desserts",4171,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/chai-point-1-kalyan-nagar-bangalore/order,275
2518,Petfull Paratha - 2X Fillings,3.4,North Indian,52,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/petfull-paratha-2x-fillings-electronic-city-bangalore/order,150
83,LeanCrust Pizza- ThinCrust Experts,4.5,"Pizza, Fast Food, Beverages, Desserts",416,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-2-bommanahalli-bangalore/order,400
291,The Dessert Zone,3.7,"Desserts, Bakery",121,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/the-dessert-zone-1-sarjapur-road-bangalore/order,200
484,Leon's Burgers & Wings,4.2,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",9944,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/leons-burgers-wings-bellandur-bangalore/order,200
806,Pizza Stop,3.8,"Pasta, Pizza, Fast Food",2335,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/pizza-stop-jayanagar-bangalore/order,200
1849,Chili's American Grill & Bar,3.8,"American, Mexican, Burger, Tex-Mex, Desserts, Beverages",757,"Orion Mall, Malleshwaram, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/chilis-american-grill-bar-malleshwaram/order,750
1259,BigBites,3.6,"Fast Food, Momos, Street Food",278,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/bigbites-banaswadi-bangalore/order,250
2519,Donne Biriyani Palace,3.9,"Biryani, North Indian",1861,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/donne-biriyani-palace-bannerghatta-road-bangalore/order,150
2520,Cardamom- Ghar Ka Swad,3.9,"Chinese, North Indian, Street Food, South Indian, Desserts, Sichuan, Beverages",619,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/cardamom-ghar-ka-swad-1-btm-bangalore/order,200
226,The Daily Bowl,3.2,North Indian,3,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/the-daily-bowl-1-banaswadi-bangalore/order,200
2521,Dairy Day Ice Creams,4.3,"Ice Cream, Desserts",153,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/dairy-day-ice-creams-koramangala-5th-block-bangalore/order,100
2522,Kings Shawarma @90,0,Rolls,0,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/kings-shawarma-@90-sahakara-nagar-bangalore/order,100
1225,DiabeSmart,4,"Sandwich, Street Food, North Indian, Healthy Food",35,"Koramangala 3rd Block, Bangalore",77.6254034,12.9282918,https://www.zomato.com/bangalore/diabesmart-koramangala-3rd-block-bangalore/order,200
2523,Lan Thai,4.3,"Thai, Salad, Seafood, Beverages",115,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/lan-thai-new-bel-road/order,400
2524,Foodeo - USA Burgers Point,0,"Fast Food, Burger",6,"Jeevan Bhima Nagar, Bangalore",77.6568367,12.9678074,https://www.zomato.com/bangalore/foodeo-usa-burgers-point-jeevan-bhima-nagar-bangalore/order,250
147,Basmati Express,3.5,"Chettinad, North Indian",315,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/basmati-express-hsr-bangalore/order,150
688,Deli2Go,4,"Cafe, Fast Food, Hot dogs, Street Food, Beverages",23,"Old Madras Road, Bangalore",77.6962756,13.0086263,https://www.zomato.com/bangalore/deli2go-old-madras-road-bangalore/order,150
2525,Nagashree's,0,"South Indian, North Indian, Fast Food",8,"Shanti Nagar, Bangalore",77.5979099,12.9575547,https://www.zomato.com/bangalore/nagashrees-shanti-nagar/order,275
2526,Hakuna Matata,4.2,"North Indian, Asian, Seafood, Chinese, Sichuan, Fast Food, Desserts, Beverages",2532,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/hakuna-matata-jp-nagar/order,700
289,ibaco,4.4,"Ice Cream, Bakery, Desserts",470,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/ibaco-jp-nagar-bangalore/order,100
1251,Prasuma Momo Kitchen,4.1,Momos,66,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/prasuma-momo-kitchen-hsr-bangalore/order,150
291,The Dessert Zone,3.8,"Desserts, Bakery",156,"HBR Layout, Bangalore",77.6323597,13.0358698,https://www.zomato.com/bangalore/the-dessert-zone-hbr-layout-bangalore/order,200
2390,Lassi Ghar,3.6,"Beverages, Ice Cream, Fast Food, Desserts, Shake",72,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/lassi-ghar-brookefield-bangalore/order,100
